L,N,sample,delta,model,sharp_tail,abel_tail,richardson_tail_k1,m_eff,scaled_cutoff_tau,clean_mode_count,born_mean_formula,born_variance_formula
20,400,62,0.8,exact,0.002331933931309873,0.0030438135065199183,0.002821953027751427,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,62,0.8,born,0.001529627810487996,0.0022625326206080964,0.002229614015816542,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,63,0.1,exact,0.0007985000413506413,0.00037588552201960166,0.00035208493604592703,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,63,0.1,born,0.0006606314638026018,0.0003080775924499047,0.00029284322702123264,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,63,0.2,exact,0.0011655008164863424,0.0008096655853803608,0.0007878958213047921,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,63,0.2,born,0.0009790119828730986,0.0006674379378937898,0.0006631121722525538,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,63,0.4,exact,0.0016602009157876318,0.0016430688984197795,0.0016232827913691904,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,63,0.4,born,0.001423296159261618,0.0013550702815340121,0.0013900071036934748,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,63,0.8,exact,0.0033166978203406604,0.003461068059331076,0.00320560960636748,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,63,0.8,born,0.0024288857450032054,0.0029489123254040476,0.0028109218626861986,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,64,0.1,exact,0.0008055964999338642,0.0003824196916034279,0.0003338924258700269,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,64,0.1,born,0.0007189948434164582,0.000354468136330004,0.0003042194482431697,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,64,0.2,exact,0.0012037993230959603,0.0007618969213615293,0.0007184855635867481,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,64,0.2,born,0.0012749735586075892,0.0007221998665116015,0.0006570050884463828,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,64,0.4,exact,0.001353910345487436,0.001422844773339149,0.001424587800849508,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,64,0.4,born,0.001437619166468349,0.0012955304719961093,0.0012917088079478938,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,64,0.8,exact,0.0028381342913379242,0.002808177530631915,0.0027611728484441983,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,64,0.8,born,0.0026293107151744207,0.0024333776210032428,0.00247720257482546,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,65,0.1,exact,0.0007702199752788819,0.00032749736824791556,0.0003047944430514504,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,65,0.1,born,0.0008007186943404441,0.00031957089993507235,0.0002866977832086916,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,65,0.2,exact,0.0008575476562732706,0.0006685604394513388,0.0006700575989196983,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,65,0.2,born,0.0008590985131163961,0.0006338048827200016,0.000622580290705135,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,65,0.4,exact,0.0008957187693169617,0.001339195224419458,0.001380777990387277,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,65,0.4,born,0.0009543834275073228,0.001206960255099937,0.0012634680721377363,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,65,0.8,exact,0.002891484180227603,0.0028941675948698947,0.0027787701228285566,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,65,0.8,born,0.0024498924733011643,0.002543849443481212,0.0025276244638722505,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,66,0.1,exact,0.0002533379921764802,0.00015193734649669502,0.00020129933364041434,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,66,0.1,born,0.00023495951567530592,0.00014846420553211044,0.00018062107336188886,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,66,0.2,exact,0.0004936279257482312,0.0004522045145256312,0.0005176039679577316,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,66,0.2,born,0.0005724116705177955,0.0004143118571260254,0.0004565741999083604,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,66,0.4,exact,0.0008896779518288423,0.0012185757249884826,0.001221404821840196,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,66,0.4,born,0.0007335681673215584,0.001027390043982594,0.0010601401015728977,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,66,0.8,exact,0.003152203289660781,0.0028808362064224103,0.0026534604800680954,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,66,0.8,born,0.002487242889595319,0.00237499683789588,0.00229958082028503,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,67,0.1,exact,0.0004170288501487457,0.0002133843340981703,0.00022934543303879972,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,67,0.1,born,0.00024766236758550875,0.0001321749473516603,0.0001695264624101341,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,67,0.2,exact,0.0006689310524233085,0.000496767019805359,0.0005477616187056736,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,67,0.2,born,0.0004433562168865052,0.00036046653988677747,0.0004349074293002239,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,67,0.4,exact,0.0007540463044831176,0.0011436136475126669,0.0012283402289362006,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,67,0.4,born,0.0005689362202324954,0.0009467935205237321,0.0010411088158408979,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,67,0.8,exact,0.0022312780682489093,0.0027145815013288528,0.002641251415306465,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,67,0.8,born,0.0018649507655876096,0.002376362028828941,0.0023423022894028507,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,68,0.1,exact,5.077539901958046e-05,0.0001411336594810471,0.00019258248721116283,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,68,0.1,born,6.118085968142481e-05,0.00011778128782199675,0.0001664616551444077,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,68,0.2,exact,0.0006974476867781858,0.00046660204323709163,0.000516926495716025,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,68,0.2,born,0.0006142685326610102,0.00039895927385129906,0.000450303947579362,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,68,0.4,exact,0.0012108466329213393,0.0011691178422228636,0.0012454730038745723,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,68,0.4,born,0.0011536257844851632,0.0010208431901998854,0.0010957966774818365,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,68,0.8,exact,0.0026515317708140033,0.002827948167226621,0.002757748234320836,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,68,0.8,born,0.001949876820786666,0.0024626764569842703,0.002452003497186202,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,69,0.1,exact,0.00013887678562846353,9.884167105581526e-05,0.00017164510226000033,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,69,0.1,born,0.0001865399424469954,0.0001086425276819113,0.00016872776431844024,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,69,0.2,exact,0.00036176424927272,0.0003343267656898392,0.000478294830672268,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,69,0.2,born,0.0003880601006089606,0.0003305258198996467,0.00045716984456894234,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,69,0.4,exact,0.0004506632560486296,0.0011322892304868042,0.0012238365498604623,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,69,0.4,born,0.0005141789300193305,0.001072011791241019,0.0011461033920867217,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,69,0.8,exact,0.0016874796598701463,0.003163660189567943,0.0028323593764560794,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,69,0.8,born,0.001505397348986751,0.0029149072676304803,0.002623702288657388,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,70,0.1,exact,0.00041880525386831945,0.00020426202786412613,0.00022941154595449608,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,70,0.1,born,0.00039801883214543913,0.00019515926245297532,0.00021371649399665887,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,70,0.2,exact,0.0005834482956523875,0.0004975618807519937,0.0005537660773702759,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,70,0.2,born,0.0006454641312418475,0.00046779941346443253,0.0005164743565572655,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,70,0.4,exact,0.0007869248739928798,0.0011940822659389082,0.0012531710595150701,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,70,0.4,born,0.0007821039863513673,0.0010963871987747507,0.0011663704553582979,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,70,0.8,exact,0.0026698801150620245,0.0028104372304601387,0.002694869345667824,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,70,0.8,born,0.002154429024564674,0.0025732400467376516,0.002513294447515922,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,71,0.1,exact,0.00022459846576998043,0.00019650185158590715,0.00022116109477358036,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,71,0.1,born,0.0001940560016151879,0.00015830490730833435,0.00018353175979917262,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,71,0.2,exact,0.0008619290859854365,0.0005317703538077715,0.0005471949365005443,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,71,0.2,born,0.0007436443519550681,0.0004303557268785728,0.0004616774687016547,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,71,0.4,exact,0.000951408117779378,0.0012484927021923936,0.001227547565594218,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,71,0.4,born,0.0008292833838682871,0.0010382238819593948,0.0010579395784655339,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,71,0.8,exact,0.0026206085790468647,0.0027299770743029177,0.002559795809767515,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,71,0.8,born,0.0019620633738373673,0.002373018988945883,0.0022614284542496884,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,72,0.1,exact,8.260647645205445e-06,0.00010627209011372517,0.00017189788342266365,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,72,0.1,born,5.122961254135489e-06,8.151875750402534e-05,0.00014655070985019562,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,72,0.2,exact,0.00044227561125151946,0.0004449317246885699,0.0004771192163253697,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,72,0.2,born,0.0003683501037389542,0.0003741387397986742,0.00041469742026559945,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,72,0.4,exact,0.0014961263780588958,0.001179719584343867,0.001162793611381222,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,72,0.4,born,0.0013199524378210536,0.0010319988440515926,0.0010309502366693214,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,72,0.8,exact,0.002742347316973624,0.002658096022086426,0.002538257349112458,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,72,0.8,born,0.0022893744004320693,0.002338882070093437,0.0022917756924538592,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,73,0.1,exact,0.0002624027663175203,0.00012606815496050706,0.0001452279490730129,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,73,0.1,born,0.00023457879698314058,0.00010332925843239126,0.00012253596876523685,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,73,0.2,exact,0.00036199626476482796,0.00028194955607133284,0.0003597629343442297,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,73,0.2,born,0.00031534576493097953,0.000227072785629724,0.0003091445008654762,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,73,0.4,exact,0.0005260816027183333,0.0006619409263541996,0.0008609606086323819,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,73,0.4,born,0.00034971969816477514,0.0005561234485710046,0.0007575066512068734,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,73,0.8,exact,0.001135262452665675,0.001865497871140357,0.002014343440896906,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,73,0.8,born,0.0010668578264831632,0.0016188116830913473,0.0018175809182450543,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,74,0.1,exact,0.00013886704451251944,0.00026069535897576044,0.0002757748363954294,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,74,0.1,born,8.647548883015424e-05,0.0001797181337812097,0.0002022537825241527,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,74,0.2,exact,0.0014206461742540901,0.0007132129159175686,0.0006821707430881182,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,74,0.2,born,0.0010704309130629384,0.0005148187871936229,0.000514547405826199,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,74,0.4,exact,0.0016825227673786418,0.0015420262846669649,0.0014966990133381914,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,74,0.4,born,0.0013027147839156433,0.0011460825508437216,0.0011679265549103526,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,74,0.8,exact,0.0030538977314121508,0.003239921039756839,0.0030364103389688736,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,74,0.8,born,0.0020055244725998684,0.0025051337070997053,0.00246428991300499,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,75,0.1,exact,0.00016865264999277714,0.00014413621396218182,0.00021868766421146484,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,75,0.1,born,0.0001538881863861103,0.00011817361673543523,0.0001843950466924154,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,75,0.2,exact,0.000382567028423042,0.0005381047839314087,0.0005860397881752228,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,75,0.2,born,0.00034105405278060566,0.0004412942315155457,0.0004977677218555427,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,75,0.4,exact,0.0019857754072566142,0.0014650607975802193,0.0014022502969482267,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,75,0.4,born,0.0016644355024092274,0.0012190667162725844,0.0012080347178620955,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,75,0.8,exact,0.003553042123217915,0.003298658529011253,0.003013964879069002,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,75,0.8,born,0.0031272951857173226,0.0028160575151151305,0.0026502394781652864,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,76,0.1,exact,0.0007418060256561842,0.00032993048813634263,0.0003006466393101953,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,76,0.1,born,0.0006440591223622492,0.0002794317978893111,0.0002608424329264768,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,76,0.2,exact,0.0009657599698674641,0.0006717418974813144,0.0006601482343973554,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,76,0.2,born,0.0008595222969492148,0.0005741277892909496,0.0005832379048663004,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,76,0.4,exact,0.0010265514085667517,0.0013107634832494406,0.0013498900417869475,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,76,0.4,born,0.0008677827104849214,0.001170225145450427,0.0012188811751401817,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,76,0.8,exact,0.002152646102887668,0.00275673714269363,0.002699851755279301,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,76,0.8,born,0.0017981747546655413,0.002538276840101901,0.002488113505605015,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,77,0.1,exact,0.00019523291146668933,0.00014946497997381415,0.00017281807475295793,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,77,0.1,born,0.00021112001618086933,0.00013479286187166584,0.00015804280041241978,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,77,0.2,exact,0.0006021947233194645,0.000395290805685434,0.00043326792413749524,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,77,0.2,born,0.0005134570412896835,0.00036227838568414543,0.000396726495925346,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,77,0.4,exact,0.0008821140809473647,0.0009209276539572326,0.0010019703816701573,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,77,0.4,born,0.0009177607745364108,0.0008508666956454781,0.0009193749917723343,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,77,0.8,exact,0.0018756753443783397,0.0022018124956102773,0.0021914043104365026,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,77,0.8,born,0.0018019287217575924,0.001983831239689386,0.0020156810204223856,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,78,0.1,exact,0.0010151284038232874,0.0004249711831994655,0.0003538690841446679,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,78,0.1,born,0.0008777887134460347,0.00035446501888610095,0.0002961099452963959,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,78,0.2,exact,0.0011892937906891946,0.0007809234178646292,0.0007332985570524002,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,78,0.2,born,0.001019726230784107,0.0006595877337200461,0.0006191165858101829,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,78,0.4,exact,0.0012567518239576334,0.0013861657055925546,0.0014058263420458962,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,78,0.4,born,0.0010663712283344564,0.0011654288888206426,0.0011973025756926675,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,78,0.8,exact,0.002568717833427165,0.0027283568198071505,0.0026728131525108477,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,78,0.8,born,0.0019424031263276054,0.002266924669658742,0.0023038591548409414,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,79,0.1,exact,0.00029567745233129557,0.00015673843661064647,0.00018825173714312425,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,79,0.1,born,0.00023409655696671463,0.00011606253456502788,0.00015228125993578594,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,79,0.2,exact,0.000516702863827009,0.00037862012743893037,0.00047258780236075407,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,79,0.2,born,0.0003867391772693336,0.0002880579606730993,0.00039630199974166787,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,79,0.4,exact,0.0006997963222315992,0.0009829639931514607,0.0011209846236780135,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,79,0.4,born,0.00048683496394109427,0.0008053724305055851,0.0009791374290384809,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,79,0.8,exact,0.00143278788925228,0.0026843692590102332,0.002520794719705615,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,79,0.8,born,0.0010785303758901995,0.002367293782203982,0.0022868405520823296,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,80,0.1,exact,5.5579095949419706e-05,6.108462898393103e-05,0.0001184746155673071,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,80,0.1,born,1.4003651796078419e-05,5.6623574549412986e-05,0.00010503326040742885,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,80,0.2,exact,0.0002490875854149375,0.00024025575937212335,0.00034008764073694184,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,80,0.2,born,0.00032773748057578016,0.0002199743936455011,0.0003031462710529366,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,80,0.4,exact,0.00032625177528412347,0.0007814611957822588,0.000889024262357442,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,80,0.4,born,0.00034802901574336595,0.0006879086995544249,0.0007911382834316664,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,80,0.8,exact,0.0014624075893455903,0.002170666095230753,0.002105888406167335,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,80,0.8,born,0.0012037941553820627,0.0018844013793754704,0.001876676626840513,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,81,0.1,exact,8.035334547796279e-06,0.00012264001103474298,0.0001639341704746107,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,81,0.1,born,1.4357261134387612e-05,9.35914733656832e-05,0.0001350030275165595,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,81,0.2,exact,0.0006865382667939023,0.0004166386401754508,0.0004398205514783781,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,81,0.2,born,0.0005331326790612819,0.0003325886284650422,0.0003696760158455169,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,81,0.4,exact,0.0012371953599404567,0.0010249312443024398,0.0010461406516715295,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,81,0.4,born,0.0010715201034500444,0.0008410916732593182,0.0009038467529382196,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,81,0.8,exact,0.0023625838695761543,0.0023186910235494973,0.002274409311505905,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,81,0.8,born,0.0015393955675469268,0.0019804241045833686,0.002029062098120245,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,82,0.1,exact,0.00022456776193434635,0.00011865637654040537,0.000141826591080573,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,82,0.1,born,0.00025807675277482846,0.00012409833473178694,0.00014278863301073403,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,82,0.2,exact,0.0003724137623066429,0.00028810285147779386,0.0003557485935320283,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,82,0.2,born,0.0004005352699952333,0.0002992658829734855,0.00035367310067783373,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,82,0.4,exact,0.0003882237692702233,0.0007013209528337533,0.00085048129109007,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,82,0.4,born,0.0004286222849205925,0.0007017066309461984,0.0008312800917705754,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,82,0.8,exact,0.0015085205857596933,0.001831495798310451,0.001962564474315953,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,82,0.8,born,0.001528044056509833,0.0017425885300524349,0.0018921428763753103,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,83,0.1,exact,0.0005970817101403975,0.00028148500116221035,0.00027398353059741274,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,83,0.1,born,0.0005429524891912806,0.00023094211516608233,0.00023412310628135715,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,83,0.2,exact,0.0008726281989007037,0.0005917807851142179,0.0006249365067109726,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,83,0.2,born,0.0006577601804823187,0.0005018135081814861,0.0005431375886889621,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,83,0.4,exact,0.0010220419582184013,0.0012772750130687555,0.0013371637740883077,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,83,0.4,born,0.0008608557064664873,0.0011265291160421883,0.0011854985181585795,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,83,0.8,exact,0.0017738557844291364,0.002933983963646322,0.002771144596261084,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,83,0.8,born,0.0017246304972653372,0.0025987531553269888,0.0024995024233795218,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,84,0.1,exact,9.7256019174484e-05,7.489945376044776e-05,0.00015825569147950798,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,84,0.1,born,0.0001381330302172083,7.723158678036133e-05,0.0001368169177596155,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,84,0.2,exact,0.0002113504530028505,0.0003147636024489399,0.00045430851033101296,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,84,0.2,born,0.00023691706369931558,0.00027091709442424075,0.0003805488314999736,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,84,0.4,exact,0.0002512315114073468,0.0010984698982836598,0.0011866892148984123,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,84,0.4,born,0.0002470659921677559,0.000882309590669091,0.0009769985002594872,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,84,0.8,exact,0.0028413093095690546,0.003050095508917239,0.0027736937394641607,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,84,0.8,born,0.0025151325380503614,0.002398110812686997,0.0022865313469237346,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,85,0.1,exact,0.00020595837645878245,0.0001707578021428931,0.0002630179459380978,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,85,0.1,born,0.00017210708377517225,0.00014540318920232924,0.00023136756609353472,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,85,0.2,exact,0.0004450178723516239,0.0006628238308975782,0.0006990977854367011,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,85,0.2,born,0.00042965017411930617,0.0005940770180240226,0.0006214354479457064,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,85,0.4,exact,0.0017529438084646753,0.0018226899490049074,0.00165035747221106,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,85,0.4,born,0.0016762709430433447,0.0016369351116147278,0.0014738792797522157,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,85,0.8,exact,0.004267310169983313,0.003925209197903041,0.0034598544992406454,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,85,0.8,born,0.004081392495627457,0.0034611314228623624,0.003095248112560336,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,86,0.1,exact,0.00045199681635644027,0.000272753840817958,0.00025320880137411154,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,86,0.1,born,0.00044779169072877903,0.00028306674072319806,0.0002581142495542029,40.0,40.0,4,0.0003375,1.135645312499986e-07
20,400,86,0.2,exact,0.0010729590454728005,0.0005918769209849106,0.0005759380626509396,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,86,0.2,born,0.00122117062047991,0.0006351492134737864,0.0005851729950343766,80.0,80.0,8,0.000675,1.6949249999999876e-07
20,400,86,0.4,exact,0.0010835450471249882,0.001139851565180955,0.001206270221283677,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,86,0.4,born,0.0012688559159012725,0.0011801252229453425,0.0012023959418816326,160.0,160.0,12,0.0010125000000000002,2.8169015624999914e-07
20,400,86,0.8,exact,0.0018807683448477345,0.0024430457007660993,0.0024555149852885155,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,86,0.8,born,0.002024654511426814,0.0023451359186061793,0.0023811242345019397,320.0,320.0,24,0.0020250000000000003,4.832448739648565e-07
20,400,87,0.1,exact,0.0001172601204348753,9.855532453626335e-05,0.00015272879188134213,40.0,40.0,4,0.0003375,1.135645312499986e-07
