L,eta,beta,window_lower,window_upper,bad_threshold,exact_bad_log_measure,exact_markov_bound,localized_analytic_bound,markov_margin
8,0.3,0.5,0.4,0.8,1.0074609898319745e-05,0.26236426446749106,0.46103741270221654,0.4790094197736533,0.19867314823472548
