sample,components,mean_threshold,variance_threshold,variance_to_mean_squared
44,6,2.30266207484434,12.2833941356954,2.3166369071232227
45,6,1.1449186071186372,1.938012766857876,1.47845260418245
46,2,1.6801144647729653,5.162648581810043,1.8289204762038689
47,7,2.869064694478559,16.266909127459595,1.9761702548835063
48,6,1.4735261543328624,7.11375474536485,3.276296446641796
49,5,2.702218998876564,19.012661958355594,2.6037653326269923
50,6,1.3411451134414456,3.6564898306292033,2.0328850722662035
51,6,2.90841610750752,10.938496256001763,1.2931370056636098
52,7,1.9585932211968917,6.094596585648459,1.5887533156642377
53,5,1.0818674728974562,2.681416796786647,2.290953099018991
54,5,2.6363504260823603,12.573737454078284,1.8090814258406593
55,8,1.1916288349247188,1.9943470033118524,1.4044902141087485
56,8,1.3415484365019354,5.266642604539063,2.92631540200252
57,7,3.6208445832460407,18.001505985999334,1.3730585949470173
58,5,0.9822459941548118,2.2753867230367617,2.3583849078522814
59,2,1.386467673823621,2.1878545574156094,1.1381485552195179
60,7,1.6616633832222907,9.223287515761761,3.3404090182613486
61,5,3.996220288061334,32.99142504427328,2.0658664106459046
62,8,1.022258009789566,1.3175019672972021,1.26075363260026
63,4,0.8982747877894254,1.3555693831846511,1.6799769792712869
64,2,0.8139094426397255,0.6751266151393049,1.0191381409641473
65,4,1.1216353395302536,2.3373736025319682,1.857910403193701
66,5,1.9518273158298742,5.233056881243456,1.373639187713937
67,3,0.5732078861406222,1.6498011972249598,5.0211974653727
68,4,1.4391297179234372,8.330214945625855,4.022132050958816
69,7,1.3184348484417474,7.580953853375297,4.361205044463893
70,8,1.434122318002408,3.9476712963337737,1.9194137211008695
71,7,2.2690062550481644,10.99167636958012,2.134973784354561
72,2,0.2941298408757377,0.4510171045441075,5.213325441284549
73,2,0.4431775395930677,0.23784335433155346,1.210976002628206
74,8,1.259844525514999,6.391242366938956,4.026719526964261
75,3,0.7517233959099378,3.518191574477164,6.225917337260118
76,8,2.25217211863552,13.55388401430477,2.6721486221543262
77,8,1.4221647090150658,5.366707483016212,2.6534330210464567
78,3,0.4174435751531346,0.40842744876907344,2.3437935733717508
79,5,1.4585743219888354,6.881086025752179,3.234445666872722
80,4,0.5945111312128807,0.6457855204498606,1.8271252621938605
81,5,2.8859224707088935,18.446299685925265,2.2148276702175376
82,8,0.9982628788686374,1.7929138559537314,1.799159141556376
83,8,2.7630392575745404,17.782305350148178,2.329238460364612
84,2,1.9057296429662238,4.162576201082306,1.146145142707252
