M,twice_integrated_noise_energy_numeric,exact_variance,absolute_closure_error,max_profile_ratio
15,0.12264737348770385,0.12249999999999998,0.0001473734877038696,0.20217349020293282
31,0.12264737348788715,0.12249999999999998,0.00014737348788716742,0.1998050786243563
63,0.12264737348824457,0.12249999999999998,0.00014737348824458985,0.19772503080583786
