t,noise_energy,sqrt_t_times_energy,small_time_limit
0.0043516650709244115,0.5885262513038411,0.03882340035427901,0.038992961057514354
0.005080218046913023,0.5442958119826193,0.03879503689019692,0.038992961057514354
0.005930744895010559,0.5033276774941966,0.03876193369527046,0.038992961057514354
0.00692366640267872,0.46537633931958333,0.03872330049307214,0.038992961057514354
0.008082822192522706,0.43021437797646184,0.03867821589556128,0.038992961057514354
0.00943604310147889,0.39763110220643155,0.038625605897045535,0.038992961057514354
0.011015819387358995,0.36743128903633904,0.038564218935188105,0.038992961057514354
0.01286008080610565,0.3394340173410382,0.03849259700879676,0.038992961057514354
0.015013107289081711,0.313471588150427,0.0384090422822535,0.038992961057514354
0.017526592085367585,0.28938852553686156,0.038311578547067834,0.038992961057514354
0.02046088289466011,0.2670406525002264,0.03819790685679573,0.038992961057514354
0.023886430789845956,0.24629423684953064,0.038065354609930074,0.038992961057514354
0.027885481717262916,0.22702520267797255,0.037910817338107965,0.038992961057514354
0.03255405118685032,0.2091184036639014,0.03773069248234059,0.038992961057514354
0.03800422956365882,0.1924669551309459,0.03752080453593216,0.038992961057514354
0.044366873309786066,0.17697162260430915,0.03727632114188305,0.038992961057514354
0.05179474679231213,0.16254026555748358,0.03699166011921133,0.038992961057514354
0.06046619009070436,0.14908733622268946,0.036660388053486176,0.038992961057514354
0.07058940086618738,0.1365334348301316,0.036275112166377105,0.038992961057514354
0.08240743309893649,0.12480492456465572,0.03582736889120605,0.038992961057514354
0.0962040327106476,0.1138336120336267,0.035307515240043864,0.038992961057514354
0.11231045018329516,0.10355650230468436,0.034704633105369594,0.038992961057514354
0.1311133937421563,0.09391564178214962,0.034006462732977895,0.038992961057514354
0.15306431405563564,0.08485806748417268,0.033199390596331695,0.038992961057514354
0.17869024337358286,0.07633588762125733,0.032268529892873016,0.038992961057514354
0.20860644934719566,0.06830652528208199,0.03119795010049642,0.038992961057514354
0.24353120734334124,0.06073316308044176,0.029971136483673125,0.038992961057514354
0.2843030459302665,0.05358542854867761,0.02857179099923677,0.038992961057514354
0.33190087959146775,0.04684035137395582,0.02698511952127909,0.038992961057514354
0.3874675120456128,0.04048359263702878,0.025199776745256898,0.038992961057514354
0.4523370744772096,0.03451087466609842,0.02321063696669941,0.038992961057514354
0.5280670574582637,0.028929403930297328,0.02102248364241254,0.038992961057514354
0.6164757056337161,0.02375885810385058,0.018654497161755438,0.038992961057514354
0.7196856730011514,0.019031211308483738,0.016144992958534447,0.038992961057514354
0.8401749869294327,0.014788386808054525,0.013555192063998208,0.038992961057514354
0.980836544540667,0.011076676833783706,0.010970029728908405,0.038992961057514354
1.1450475699382812,0.00793740280544678,0.008493568330940511,0.038992961057514354
1.3367506999197063,0.005394682870116203,0.006237220958847669,0.038992961057514354
1.5605486450070716,0.0034432120554803965,0.004301326658106645,0.038992961057514354
1.8218146985669748,0.0020405944146785317,0.002754284476941586,0.038992961057514354
2.126821747296208,0.0011084757083458289,0.0016165596202739859,0.038992961057514354
2.482892880560325,0.0005437677093628294,0.000856825544940639,0.038992961057514354
2.898577214651062,0.00023678055492159077,0.000403123829540091,0.038992961057514354
3.3838551534282333,8.970925656506583e-05,0.00016502249157383534,0.038992961057514354
3.9503780135666404,2.889092827047744e-05,5.7422331727605854e-05,0.038992961057514354
4.611747767708251,7.696672350140124e-06,1.6528588671588223e-05,0.038992961057514354
5.383843622033489,1.643119155957717e-06,3.812547623715472e-06,0.038992961057514354
6.285203269240097,2.7086819687802785e-07,6.790749035130811e-07,0.038992961057514354
7.337467970651374,3.301965338642024e-08,8.944284798875796e-08,0.038992961057514354
8.565902153685482,2.8298807565950424e-09,8.282371194392912e-09,0.038992961057514354
10.0,1.6074096586660268e-10,5.083075654338457e-10,0.038992961057514354
