N,epsilon,cutoff,soft_source_mass_per_site,soft_Hminus1_mass_per_site,total_positive_source_mass_per_site,static_network_energy_per_site,dynamic_minus_static_per_site_at_zeta_1_over_N
32.0,0.35,0.07710628438351061,0.06324951168638598,6.855407989388767,0.06325030024023943,0.9367496997597596,0.02576414182047221
64.0,0.35,0.019276571095877652,0.06324957990219356,27.35393518278427,0.06325030024024686,0.9367496997597597,0.027702167431641778
128.0,0.35,0.004819142773969413,0.0632495958702791,109.34817867962084,0.06325030024024297,0.9367496997597596,0.0279476066989805
256.0,0.35,0.0012047856934923533,0.06324959979782808,437.32518627923923,0.06325030024008109,0.9367496997597597,0.02812571578595674
512.0,0.35,0.0003011964233730883,0.06324960077610771,1749.2332250882785,0.06325030024039976,0.9367496997597597,0.02810092108582507
