L,N,samples,mean_Kxx,std_Kxx,mean_Kyy,std_Kyy,mean_Kxy,std_Kxy,N_var_Kxx
4.0,16.0,24.0,1.1955813042924277,0.13436054073196094,1.148825048745339,0.11344222790026326,0.004438250006869242,0.012397320933666895,0.288844078492559
6.0,36.0,24.0,1.1813877347589996,0.07692551403092138,1.1798502938586595,0.08195778155602322,-0.000444196440120625,0.012868316401968522,0.21303124952117333
8.0,64.0,24.0,1.1906915534412652,0.05241158165328426,1.1835749215979796,0.0658580763595117,-0.00028030518497051504,0.007060150457269653,0.17580632904952853
12.0,144.0,24.0,1.1742946954912978,0.04355628355666587,1.1834885504914003,0.04697007933216632,0.0007840234000837725,0.004636987784598769,0.2731895765666901
